GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),
52.131413,-1.927353,74,23.97,10,235,,15 / 24,377445,2019-08-16 11:35:41:814,-0.0369,0.4084,9.1053,0.0298,0.0255,9.8066,0.0127,-0.0139,-0.0064,-18.61,23.28,-3.44,230.42,-0.1,0.45
52.131413,-1.927353,74,23.97,10,235,,15 / 24,377545,2019-08-16 11:35:41:914,-0.0118,0.4471,9.0247,0.0061,0.004,9.8066,-0.0022,-0.0033,-0.0064,-19,22.98,-3.29,230.4,0.12,0.41
52.131413,-1.927353,74,23.97,10,235,,15 / 24,377645,2019-08-16 11:35:42:014,-0.3427,0.3835,10.6296,-0.0018,-0.0059,9.8066,-0.0459,-0.0097,0.032,-18.35,23.6,-2.54,230.4,0.12,0.41
52.131413,-1.927353,74,23.97,10,235,,15 / 24,377745,2019-08-16 11:35:42:114,-0.364,0.3241,9.9168,-0.0315,-0.0147,9.8066,0.0159,0.0042,-0.0085,-19.11,23.1,-1.06,230.43,-0.06,0.5
52.131413,-1.927353,74,23.97,10,235,,15 / 24,377845,2019-08-16 11:35:42:214,-0.1909,0.0046,9.0747,0.007,0.0046,9.8066,-0.016,-0.0011,0.0075,-19.11,23.1,-1.06,230.43,-0.06,0.5
52.131413,-1.927353,74,23.97,10,235,,15 / 24,377949,2019-08-16 11:35:42:318,-0.1854,0.0231,10.429,0.0131,0.0107,9.8066,-0.016,-0.0011,0.0075,-18.08,23.88,-1.77,233.11,-0.01,0.48
52.131413,-1.927353,74,23.97,10,235,,15 / 24,378045,2019-08-16 11:35:42:414,-0.293,-0.0111,9.3464,0.0019,0.0093,9.8066,-0.0075,-0.0299,0.0192,-18.1,23.9,-1.04,233.12,0.04,0.51
52.131413,-1.927353,74,23.97,10,235,,15 / 24,378145,2019-08-16 11:35:42:514,-0.1503,0.0505,9.5093,-0.0178,-0.0067,9.8066,0.0181,0.0468,0.0064,-18.61,23.29,-3.33,230.41,-0.06,0.57
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,378245,2019-08-16 11:35:42:614,0.1404,-0.2376,10.4599,0.0103,0.0154,9.8066,-0.0693,-0.0544,0.0405,-18.61,23.29,-3.33,230.41,-0.06,0.57
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,378345,2019-08-16 11:35:42:714,0.0758,-0.1156,9.6523,0.0214,0.0417,9.8065,0.0149,0.0116,-0.0075,-19.05,23.03,-2.55,230.38,0.21,0.63
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,378445,2019-08-16 11:35:42:814,0.0937,-0.0759,10.649,-0.0157,-0.0158,9.8066,0.0628,0.0052,-0.0021,-18.67,23.35,-2.48,230.4,0.17,0.61
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,378545,2019-08-16 11:35:42:914,0.3436,0.1399,9.1494,-0.0133,0,9.8066,-0.0107,-0.0331,0.0266,-19.06,23.04,-2.44,230.4,0.17,0.61
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,378645,2019-08-16 11:35:43:014,0.2148,0.0646,8.9724,-0.0159,0.0172,9.8066,-0.0107,-0.0331,0.0266,-19.06,23.04,-2.44,230.4,0.17,0.61
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,378745,2019-08-16 11:35:43:114,-0.1409,-0.3587,9.859,-0.0182,-0.0195,9.8066,0.0191,-0.0033,0.0138,-18.31,23.55,-3.17,233.07,0.19,0.74
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,378845,2019-08-16 11:35:43:214,0.0369,-0.1877,9.7314,-0.0243,-0.0397,9.8065,-0.0363,0.0276,0.0043,-19.34,22.62,-3.76,230.37,0.04,0.76
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,378945,2019-08-16 11:35:43:314,-0.1221,-0.2989,9.7224,-0.0318,-0.0654,9.8064,-0.0288,-0.0533,0.0096,-19.15,23.03,-1.65,230.37,0.04,0.76
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,379045,2019-08-16 11:35:43:414,0.5163,-0.1166,9.5164,-0.0042,-0.0579,9.8065,0.0543,-0.031,-0.0128,-19.15,23.03,-1.65,230.37,0.04,0.76
52.131287,-1.927645,75,24.37,10,234.6,,15 / 24,379145,2019-08-16 11:35:43:514,-0.1205,0.0335,10.6618,-0.0103,-0.0129,9.8066,-0.0064,0.0468,-0.0021,-19.06,23.04,-2.44,230.43,-0.24,0.56
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,379245,2019-08-16 11:35:43:614,-0.3339,-0.0224,9.8481,-0.0377,-0.0365,9.8065,-0.0405,0.0372,0.0149,-19.48,22.79,-0.94,230.44,-0.34,0.56
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,379345,2019-08-16 11:35:43:714,-0.2345,0.3372,8.8659,-0.0693,-0.0594,9.8062,0.0724,-0.0011,-0.0149,-19.43,22.73,-2.41,230.46,-0.86,0.65
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,379446,2019-08-16 11:35:43:815,-0.0204,0.0245,9.1255,-0.0059,0.0195,9.8066,0.0724,-0.0011,-0.0149,-19.43,22.73,-2.41,230.46,-0.86,0.65
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,379545,2019-08-16 11:35:43:914,-0.1021,0.0889,9.7851,-0.0038,0.0066,9.8066,0.0436,-0.0161,0.0085,-18.81,23.37,0.43,230.44,-0.66,0.81
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,379645,2019-08-16 11:35:44:014,-0.2193,0.2679,9.2555,-0.0068,0.008,9.8066,0.0404,-0.0597,0.0341,-19.39,22.69,-3.04,230.44,-0.64,0.85
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,379746,2019-08-16 11:35:44:115,-0.3561,-0.0833,9.8257,-0.0283,-0.0041,9.8066,0.0117,0.0638,-0.0021,-18.8,23.36,-0.94,230.44,-0.64,0.85
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,379846,2019-08-16 11:35:44:215,-0.0662,-0.1299,10.9818,-0.0384,-0.0244,9.8065,-0.0533,0.0191,0.0032,-18.8,23.36,-0.94,230.44,-0.64,0.85
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,379945,2019-08-16 11:35:44:314,-0.0108,0.1064,10.6513,-0.0026,0.0047,9.8066,0.0319,0.0489,0.0075,-18.87,23.3,-0.91,230.45,-0.89,0.93
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,380045,2019-08-16 11:35:44:414,-0.0027,-0.088,9.8916,-0.0162,0.0024,9.8066,0.0021,0.0276,-0.0085,-18.85,23.28,-1.62,230.45,-0.89,0.93
52.13116,-1.927952,73,24.79,10,234.2,,15 / 24,380145,2019-08-16 11:35:44:514,-0.0794,-0.2517,9.4956,-0.0206,0.0036,9.8066,-0.0256,-0.0502,0.0064,-19.48,22.79,-0.94,230.45,-0.95,1.04
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,380245,2019-08-16 11:35:44:614,0.3953,0.3025,10.2175,0.014,0.0205,9.8066,-0.0256,-0.0502,0.0064,-19.74,22.37,-3.1,227.72,-0.81,1.05
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,380345,2019-08-16 11:35:44:714,-0.0877,0.2449,10.1608,0.0289,0.0265,9.8066,0.0095,-0.0097,0.0138,-19.74,22.37,-3.1,227.72,-0.81,1.05
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,380445,2019-08-16 11:35:44:814,-0.0022,0.492,8.2236,0.0397,0.0471,9.8065,-0.016,-0.0502,0.017,-19.47,22.77,-1.57,230.42,-0.45,1.06
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,380545,2019-08-16 11:35:44:914,-0.0656,0.3418,11.3169,0.008,-0.0144,9.8066,0.0458,0.0266,0.0075,-19.43,22.74,-2.31,230.42,-0.43,1.11
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,380646,2019-08-16 11:35:45:015,-0.072,0.325,10.0034,0.0309,-0.0061,9.8066,-0.0043,0.0159,0.0117,-19.84,22.48,-0.93,230.42,-0.43,1.11
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,380746,2019-08-16 11:35:45:115,-0.4392,0.3265,10.0191,0.0304,0.0058,9.8066,-0.0352,0.0074,0.0479,-19.84,22.48,-0.93,230.42,-0.43,1.11
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,380845,2019-08-16 11:35:45:214,-0.1883,0.2567,9.183,-0.0084,0.0021,9.8066,-0.0352,0.0074,0.0479,-19.11,23.11,-0.85,230.43,-0.29,0.99
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,380946,2019-08-16 11:35:45:315,-0.3279,0.1768,10.4691,-0.0068,0.0126,9.8066,0.0415,0.0564,0.0138,-19.54,22.76,-0.09,228.99,-0.31,1.04
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,381046,2019-08-16 11:35:45:415,0.4858,0.1299,9.491,0.0252,0.0488,9.8065,-0.0235,-0.0416,0.0234,-19.54,22.76,-0.09,228.99,-0.31,1.04
52.13103,-1.928249,75,25.09,10,233.6,,15 / 24,381145,2019-08-16 11:35:45:514,0.3711,-0.3046,10.0209,0.0364,0.009,9.8066,0.0106,-0.0565,0.0256,-19.16,23.03,-1.55,230.39,0,1.12
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,381245,2019-08-16 11:35:45:614,0.5155,-0.2089,11.4031,0.0512,-0.0092,9.8065,-0.0128,0.0585,-0.0181,-19.39,22.69,-3.04,230.37,0.15,0.85
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,381345,2019-08-16 11:35:45:714,0.4634,0.0721,10.0155,0.0007,-0.0223,9.8066,-0.0022,-0.0587,0.0256,-19.39,22.69,-3.04,230.37,0.15,0.85
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,381446,2019-08-16 11:35:45:815,0.1762,0.0932,9.1469,0.0121,-0.0029,9.8066,0.0724,-0.0118,-0.0064,-19.13,23,-2.27,230.39,0.18,0.78
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,381545,2019-08-16 11:35:45:914,0.0457,0.307,8.9775,-0.0002,-0.0055,9.8067,-0.0384,-0.0001,0.0213,-19.78,22.5,-1.6,227.67,0.26,0.85
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,381645,2019-08-16 11:35:46:014,-0.1345,0.423,10.28,0.0149,-0.0113,9.8066,-0.0384,-0.0001,0.0213,-19.78,22.5,-1.6,227.67,0.26,0.85
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,381745,2019-08-16 11:35:46:114,-0.0733,0.2577,10.3518,0.0337,0.0218,9.8066,0.0042,-0.0246,-0.0021,-20.05,22.2,-2.3,227.68,0.27,0.74
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,381846,2019-08-16 11:35:46:215,-0.274,0.0041,10.4088,0.0563,0.0299,9.8064,-0.0203,-0.031,-0.0096,-19.73,22.55,-1.59,227.68,0.27,0.74
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,381945,2019-08-16 11:35:46:314,0.3299,-0.1165,8.9477,-0.0104,0.0106,9.8066,0.0511,0.0223,0.0043,-19.11,23.11,-0.95,230.41,0.62,0.61
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,382045,2019-08-16 11:35:46:414,0.6656,-0.1253,9.6519,-0.0148,0.0088,9.8066,-0.0075,0.05,0.0128,-20.08,22.23,-1.57,227.66,0.6,0.71
52.130882,-1.928545,75,25.39,10,232.9,,15 / 24,382145,2019-08-16 11:35:46:514,0.7918,-0.2154,9.2394,0.0012,0.0115,9.8066,-0.0469,-0.0054,0.0256,-20.08,22.23,-1.57,227.66,0.6,0.71
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,382246,2019-08-16 11:35:46:615,0.3356,-0.3744,10.2766,0.021,0.0134,9.8066,0.0202,0.0511,-0.0064,-19.7,22.51,-2.34,228.92,0.74,0.68
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,382345,2019-08-16 11:35:46:714,-0.1514,0.0261,10.8753,0.0136,-0.0436,9.8065,0.0202,0.0511,-0.0064,-20.37,21.9,-2.34,228.92,0.74,0.68
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,382445,2019-08-16 11:35:46:814,-0.2898,0.1709,10.5089,0.0117,-0.0412,9.8066,0.0095,-0.0129,0.0245,-19.76,22.58,-0.1,228.99,0.6,0.47
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,382545,2019-08-16 11:35:46:914,-0.5473,0.2431,10.9962,0.0056,0.046,9.8065,0.05,-0.0704,-0.0245,-19.76,22.58,-0.1,228.99,0.6,0.47
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,382645,2019-08-16 11:35:47:014,-0.5986,0.2428,10.4682,0.005,0.009,9.8066,-0.0554,0.0138,0.0021,-19.52,22.73,-1.42,228.95,0.83,0.62
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,382745,2019-08-16 11:35:47:114,0.0301,0.2256,10.6825,0.0118,-0.0318,9.8066,-0.0437,0.0116,0.0032,-20.59,21.49,-3.77,224.85,0.89,0.63
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,382845,2019-08-16 11:35:47:214,0.1037,0.0379,9.4183,0.0254,-0.0443,9.8065,0.0042,-0.0225,-0.0075,-20.59,21.49,-3.77,224.85,0.89,0.63
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,382947,2019-08-16 11:35:47:316,-0.0235,-0.4043,9.0687,0.0074,-0.0059,9.8066,-0.0384,-0.0555,0.0298,-20.05,22.2,-2.3,227.67,0.81,0.34
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,383046,2019-08-16 11:35:47:415,0.0989,0.0142,10.6037,0.0442,0.0175,9.8065,0.0628,0.002,0.0256,-20.37,21.91,-2.23,227.67,0.81,0.34
52.130745,-1.928837,76,25.48,10,232.6,,15 / 24,383145,2019-08-16 11:35:47:514,0.2323,-0.1895,10.1045,0.0318,0.031,9.8066,0.0628,0.002,0.0256,-20.33,21.86,-2.98,227.63,1.07,0.33
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,383245,2019-08-16 11:35:47:614,0.2279,-0.5109,8.7324,-0.0545,0.0224,9.8065,0.0617,0.1001,-0.0202,-20.33,21.86,-2.98,227.63,1.07,0.33
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,383345,2019-08-16 11:35:47:714,-0.1601,-0.0274,9.7644,-0.0467,-0.0018,9.8065,-0.0075,-0.0235,0.0192,-20.24,21.72,-4.31,227.57,0.95,0.65
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,383445,2019-08-16 11:35:47:814,0.312,0.0987,9.6062,0.0712,0.0772,9.8061,0.0202,-0.0853,0.0053,-19.75,22.48,-2.17,227.64,0.83,0.89
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,383546,2019-08-16 11:35:47:915,0.3846,0.2073,9.26,0.0935,0.0998,9.8057,0.0042,-0.0193,-0.0117,-19.35,22.63,-3.66,227.64,0.83,0.89
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,383646,2019-08-16 11:35:48:015,-0.1116,0.0545,10.2809,-0.0038,-0.0332,9.8066,-0.0011,0.066,-0.0011,-19.71,22.43,-2.88,227.54,1.63,0.88
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,383745,2019-08-16 11:35:48:114,0.1908,0.0421,10.8883,-0.0234,-0.0676,9.8064,0.0074,0.0479,-0.0021,-19.29,22.78,-3.01,227.54,1.63,0.88
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,383845,2019-08-16 11:35:48:214,-0.2967,0.1228,9.9141,-0.0466,-0.075,9.8063,0.0074,0.0479,-0.0021,-19.29,22.78,-3.01,227.54,1.63,0.88
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,383945,2019-08-16 11:35:48:314,-0.4301,0.0633,8.4126,0.0086,-0.0195,9.8066,-0.0618,-0.048,0.0266,-20.43,21.92,-1.45,227.68,1.12,0.78
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,384045,2019-08-16 11:35:48:414,0.0684,-0.0836,10.5273,0.0348,-0.0278,9.8065,-0.0214,-0.0597,0.0202,-20.33,21.86,-2.98,227.68,1.12,0.78
52.130592,-1.929146,76,25.73,10,232.4,,15 / 24,384145,2019-08-16 11:35:48:514,0.1709,0.0947,8.6909,0.0699,-0.0105,9.8064,-0.0096,-0.0533,0.0032,-19.66,22.47,-2.97,227.6,1.35,0.44
52.13044,-1.929465,77,26,11,232.3,,15 / 24,384246,2019-08-16 11:35:48:615,0.3047,-0.0309,9.9486,0.0328,0.0107,9.8066,0.0266,0.0138,0.0096,-19.66,22.47,-2.97,227.6,1.35,0.44
52.13044,-1.929465,77,26,11,232.3,,15 / 24,384345,2019-08-16 11:35:48:714,-0.033,0.0045,10.7493,0.0269,0.0238,9.8066,-0.0075,0.0415,0.0021,-20.73,21.64,-1.51,226.24,1.56,0.42
52.13044,-1.929465,77,26,11,232.3,,15 / 24,384445,2019-08-16 11:35:48:814,-0.1976,-0.1201,10.8686,-0.0194,-0.0094,9.8066,-0.0001,0.0628,0.0138,-20.05,22.26,-1.51,226.24,1.56,0.42
52.13044,-1.929465,77,26,11,232.3,,15 / 24,384546,2019-08-16 11:35:48:915,0.4344,0.1941,9.0855,-0.0211,-0.0291,9.8066,-0.0001,0.0628,0.0138,-19.73,22.55,-1.49,228.95,1.35,0.39
52.13044,-1.929465,77,26,11,232.3,,15 / 24,384646,2019-08-16 11:35:49:015,-0.0319,0.0603,10.0586,-0.015,0.0075,9.8066,-0.0011,0.0116,0.0011,-19.73,22.55,-1.49,228.95,1.35,0.39
52.13044,-1.929465,77,26,11,232.3,,15 / 24,384745,2019-08-16 11:35:49:114,0.2837,0.2917,9.363,-0.0014,0.0135,9.8066,0.0138,-0.0502,0.0181,-20.42,21.96,-0.85,227.68,1.32,0.48
52.13044,-1.929465,77,26,11,232.3,,15 / 24,384845,2019-08-16 11:35:49:214,-0.2655,0.1147,10.8657,0.0097,0.0201,9.8066,-0.0064,-0.0406,0.0053,-20.45,21.95,-0.1,227.68,1.32,0.48
52.13044,-1.929465,77,26,11,232.3,,15 / 24,384945,2019-08-16 11:35:49:314,0.0471,0.0691,8.8595,0.0219,0.0002,9.8066,-0.0267,0.0042,0.0117,-20.74,21.63,-1.47,226.29,1.45,0.52
52.13044,-1.929465,77,26,11,232.3,,15 / 24,385045,2019-08-16 11:35:49:414,-0.0555,0.0659,10.1648,0.0383,0.0107,9.8066,0.049,-0.0011,-0.0128,-20.74,21.63,-1.47,226.29,1.45,0.52
52.13044,-1.929465,77,26,11,232.3,,15 / 24,385145,2019-08-16 11:35:49:514,-0.0832,-0.0972,9.7037,0.0023,0.0067,9.8066,-0.0246,0.017,0.0288,-20.4,21.89,-2.17,227.63,1.65,0.4
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,385245,2019-08-16 11:35:49:614,-0.2668,0.0088,9.4703,-0.0146,0.0074,9.8066,-0.0246,0.017,0.0288,-20.76,21.64,-0.84,227.63,1.65,0.4
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,385345,2019-08-16 11:35:49:714,0.0774,0.1115,9.8729,-0.0151,0.0017,9.8066,0.017,-0.0278,0.0426,-20.71,21.59,-2.2,226.24,1.62,0.49
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,385445,2019-08-16 11:35:49:814,0.0313,0.1775,10.4392,-0.0185,0.0128,9.8066,-0.0491,0.001,0,-20.74,21.63,-1.47,226.28,1.6,0.62
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,385545,2019-08-16 11:35:49:914,0.2722,0.1232,9.4945,0.0135,0.0092,9.8066,-0.0171,-0.0086,0.0032,-21.08,21.33,-0.74,224.95,1.7,0.6
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,385645,2019-08-16 11:35:50:014,0.186,0.1672,9.8949,0.0019,-0.0029,9.8067,0.0532,0.0574,-0.0256,-21.08,21.33,-0.74,224.95,1.7,0.6
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,385745,2019-08-16 11:35:50:114,0.312,-0.0948,9.2161,-0.0031,0.0051,9.8066,-0.0331,0.0447,0.0256,-20.43,21.97,-0.1,227.73,1.69,0.58
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,385845,2019-08-16 11:35:50:214,-0.0296,0.2105,8.6801,-0.0144,0.0038,9.8066,0.0149,0.0031,0.0064,-21.08,21.33,-0.72,224.95,1.7,0.62
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,385947,2019-08-16 11:35:50:316,-0.362,-0.0388,9.3892,-0.0195,-0.0025,9.8066,0.0149,0.0031,0.0064,-20.72,21.6,-2.1,224.95,1.7,0.62
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,386047,2019-08-16 11:35:50:416,-0.5311,-0.1138,9.7958,-0.0232,-0.0032,9.8066,-0.0267,-0.0502,0.0021,-21.06,21.31,-1.45,224.94,1.59,0.7
52.130302,-1.929778,77,25.89,11,232.7,,15 / 24,386145,2019-08-16 11:35:50:514,-0.534,0.1366,9.49,-0.0081,0.0113,9.8066,0.0543,-0.0225,0.0234,-21.4,21.02,-0.73,224.94,1.59,0.7
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,386245,2019-08-16 11:35:50:614,0.0494,0.0464,10.0006,-0.0148,0.0286,9.8066,0.034,-0.0097,0.0032,-21.4,21.02,-0.73,224.94,1.59,0.7
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,386345,2019-08-16 11:35:50:714,-0.0038,0.1035,9.5425,-0.0095,0.0122,9.8066,0.0181,-0.048,0.016,-21.86,20.36,-2.75,222.09,1.65,0.88
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,386445,2019-08-16 11:35:50:814,-0.1791,-0.0953,9.9924,-0.0365,0.0147,9.8066,0.0308,0.0425,0.0138,-20.76,21.61,-1.43,222.09,1.65,0.88
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,386545,2019-08-16 11:35:50:914,-0.0147,-0.1058,10.2758,-0.0577,0.0208,9.8065,-0.0192,-0.0129,0.0245,-21.39,21.02,-0.71,224.92,1.48,1.2
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,386645,2019-08-16 11:35:51:014,0.1946,0.1206,8.6933,0.0059,0.0143,9.8066,-0.0256,-0.0384,0.0149,-21.39,21.02,-0.71,224.92,1.48,1.2
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,386745,2019-08-16 11:35:51:114,-0.1164,-0.0081,10.3895,0.0041,-0.0035,9.8066,-0.0256,-0.0384,0.0149,-22.21,20.12,-1.41,222.2,1.56,1.23
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,386846,2019-08-16 11:35:51:215,-0.1077,0.0818,10.5224,0.0009,0.0087,9.8066,-0.0256,-0.0139,0.032,-22.45,19.8,-1.98,222.13,1.57,1.2
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,386945,2019-08-16 11:35:51:314,0.0149,0.3847,9.3332,-0.0066,0.0368,9.8066,0.0223,-0.047,0.016,-22.45,19.8,-1.98,222.13,1.57,1.2
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,387045,2019-08-16 11:35:51:414,-0.4857,0.436,9.4547,-0.0273,0.0052,9.8066,0.0372,0.0255,0.0288,-22.36,19.73,-3.26,222.04,1.68,1.38
52.130157,-1.930068,78,25.86,11,231.3,,15 / 24,387145,2019-08-16 11:35:51:514,-0.2395,0.4696,10.2767,-0.0395,0.004,9.8066,-0.064,0.0159,0.0543,-20.89,19.33,-9.5,221.43,1.53,1.56
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,387245,2019-08-16 11:35:51:614,-0.3893,0.2904,10.5421,-0.0268,-0.0207,9.8066,0.0085,0.0542,0.033,-16.47,17.43,-18.02,221.43,1.53,1.56
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,387347,2019-08-16 11:35:51:716,-0.4192,0.0413,9.44,-0.0653,-0.0353,9.8064,0.0074,0.066,-0.0011,-16.47,17.43,-18.02,221.43,1.53,1.56
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,387445,2019-08-16 11:35:51:814,-0.3363,0.0107,9.9822,-0.0279,0.0149,9.8066,-0.0096,-0.0161,0.0266,-21.98,7.86,-18.84,198.42,1.11,1.65
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,387545,2019-08-16 11:35:51:914,-0.3257,0.0142,9.1868,-0.0274,0.0279,9.8066,-0.0096,-0.0161,0.0266,-24.39,16.56,-5.57,198.42,1.11,1.65
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,387645,2019-08-16 11:35:52:014,-0.2464,0.4047,9.5705,0.0302,0.0336,9.8065,-0.0256,-0.0139,0.032,-18.87,23.31,-0.71,230.34,1.17,1.86
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,387746,2019-08-16 11:35:52:115,0.1685,0.0941,8.8474,0.027,0.0273,9.8066,0.0074,0.0106,-0.017,-16.88,24.79,-0.7,235.67,1.43,1.85
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,387845,2019-08-16 11:35:52:214,0.0292,0.0682,9.7843,0.045,0.0184,9.8065,0.017,-0.0171,-0.0096,-18.5,23.61,-0.8,233.02,1.67,1.69
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,387945,2019-08-16 11:35:52:314,-0.0926,-0.0213,10.8113,-0.0114,-0.0228,9.8066,0.0223,0.0223,0.0064,-18.5,23.61,-0.8,233.02,1.67,1.69
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,388046,2019-08-16 11:35:52:415,-0.0944,-0.0953,10.1623,-0.0211,-0.0166,9.8066,-0.0128,0.0329,0.0117,-20.72,21.69,-0.69,226.23,1.52,1.66
52.13,-1.930419,79,26.32,11,231.3,,15 / 24,388145,2019-08-16 11:35:52:514,-0.2345,0.1157,9.8704,-0.0402,-0.0388,9.8065,0.0042,0.0297,0.017,-21.31,20.9,-3.01,224.77,1.2,1.68
52.12985,-1.930715,78,26.27,12,230.8,,15 / 24,388245,2019-08-16 11:35:52:614,-0.2094,0.0115,9.7254,-0.0045,-0.0212,9.8066,-0.0107,0.0319,-0.0234,-21.68,20.62,-2.19,223.52,1.09,1.61
52.12985,-1.930715,78,26.27,12,230.8,,15 / 24,388346,2019-08-16 11:35:52:715,0.0437,0.0982,9.8703,0.03,-0.0202,9.8066,-0.0128,-0.0033,0.0234,-21.68,20.62,-2.19,223.52,1.09,1.61
52.12985,-1.930715,78,26.27,12,230.8,,15 / 24,388446,2019-08-16 11:35:52:815,-0.0181,-0.0965,9.8309,0.055,-0.0061,9.8065,-0.0128,-0.0033,0.0234,-21.7,20.67,-1.38,223.59,1.3,1.36
52.12985,-1.930715,78,26.27,12,230.8,,15 / 24,388545,2019-08-16 11:35:52:914,-0.1137,0.0757,10.4271,0.0205,0.0242,9.8066,0.0436,0.0031,-0.0053,-21.03,21.29,-2.13,223.59,1.3,1.36
